,Corners,Fouls Committed,Fouls Wons,Goals,Offsides,Pass Completion,Possesion,Red Cards,Shot Attempts,Shots Blocked,Total Passes,Total Shots on Target,Total xG,Under Pressure,Yellow Cards,fh_winner,target
615,3.0,1.0,-1.0,-1.0,3.0,-0.03400000000000003,0.02200000000000002,0.0,1.0,-2.0,10.0,0.0,0.367000432,0.077,1.0,2,2
616,2.0,0.0,-1.0,-2.0,0.0,-0.008000000000000007,-0.040000000000000036,0.0,2.0,0.0,-21.0,0.0,-0.9545409189999999,0.027999999999999997,0.0,2,0
617,0.0,3.0,-1.0,-1.0,0.0,-0.15400000000000003,-0.22799999999999998,0.0,-5.0,-1.0,-111.0,-2.0,-0.5394244365,0.07800000000000001,0.0,2,2
618,-1.0,-1.0,1.0,1.0,-1.0,0.135,0.14999999999999997,1.0,0.0,-2.0,61.0,-2.0,0.6482440450000001,0.069,1.0,1,1
619,1.0,0.0,1.0,-1.0,-1.0,-0.09799999999999998,0.016000000000000014,0.0,0.0,1.0,8.0,0.0,-0.6246415219999999,-0.02300000000000002,0.0,2,2
620,6.0,-1.0,0.0,0.0,-1.0,0.16199999999999992,0.30000000000000004,0.0,12.0,-1.0,150.0,7.0,1.4563076370000003,0.048,0.0,0,0
621,5.0,1.0,0.0,-1.0,-3.0,0.16399999999999992,0.30800000000000005,0.0,3.0,-1.0,106.0,1.0,-0.253936966,0.174,-2.0,2,1
622,-2.0,0.0,-2.0,-1.0,3.0,0.15200000000000002,0.244,0.0,-3.0,0.0,114.0,0.0,-1.0603729699999997,-0.123,1.0,2,1
623,1.0,0.0,-1.0,1.0,4.0,0.09100000000000008,0.064,0.0,6.0,2.0,36.0,3.0,0.8188648884999998,0.06100000000000001,-2.0,1,1
624,-2.0,-1.0,0.0,3.0,-2.0,0.06999999999999995,0.12200000000000005,0.0,3.0,0.0,58.0,-1.0,1.6283838069999998,-0.020000000000000018,0.0,1,1
625,4.0,0.0,0.0,0.0,0.0,-0.11699999999999999,-0.068,0.0,5.0,2.0,-32.0,3.0,0.5252432730000001,0.154,0.0,0,0
626,-2.0,-2.0,2.0,-1.0,0.0,-0.03300000000000003,-0.08400000000000002,0.0,0.0,0.0,-45.0,0.0,-0.5264304900000001,0.035,0.0,2,2
627,2.0,-1.0,3.0,1.0,-3.0,0.10299999999999998,0.22199999999999998,0.0,12.0,2.0,95.0,4.0,1.4639339470000006,-0.17099999999999999,0.0,1,1
628,2.0,2.0,-3.0,1.0,1.0,0.22399999999999998,0.39799999999999996,0.0,2.0,-2.0,203.0,4.0,0.19931819099999992,-0.062,-1.0,1,1
629,0.0,1.0,-1.0,0.0,2.0,-0.05600000000000005,-0.14799999999999996,0.0,-2.0,0.0,-68.0,-1.0,0.634065394,0.088,0.0,0,0
630,3.0,1.0,-1.0,0.0,1.0,-0.07799999999999996,-0.19199999999999995,0.0,0.0,-1.0,-97.0,3.0,-0.12186708499999999,-0.03999999999999998,0.0,0,0
631,-2.0,3.0,-3.0,-1.0,0.0,-0.09499999999999997,-0.38599999999999995,0.0,-4.0,-1.0,-197.0,-1.0,-0.24993293299999997,0.07400000000000001,-1.0,2,2
632,0.0,-1.0,3.0,2.0,-1.0,-0.030000000000000027,-0.04200000000000004,0.0,-2.0,2.0,-23.0,-2.0,0.06938752500000012,0.10799999999999998,0.0,1,1
633,4.0,-1.0,1.0,-1.0,1.0,-0.09500000000000008,-0.07600000000000001,0.0,-3.0,0.0,-41.0,1.0,0.06061615099999995,-0.0050000000000000044,0.0,2,2
634,0.0,0.0,1.0,-1.0,0.0,0.05799999999999994,0.22999999999999998,0.0,0.0,0.0,112.0,1.0,0.4880189790000001,-0.08800000000000001,0.0,2,0
635,-1.0,-2.0,1.0,-1.0,1.0,0.122,0.29800000000000004,0.0,5.0,1.0,161.0,1.0,0.1710597785,0.115,0.0,2,1
636,2.0,-1.0,4.0,0.0,-1.0,0.0,0.068,0.0,0.0,-1.0,37.0,0.0,-0.31401703799999997,-0.15799999999999997,1.0,0,1
637,3.0,-1.0,2.0,0.0,-1.0,-0.040000000000000036,0.016000000000000014,0.0,1.0,2.0,9.0,0.0,0.11417275700000001,0.11099999999999999,0.0,0,2
638,-6.0,-1.0,2.0,-1.0,1.0,-0.131,-0.428,0.0,-9.0,-2.0,-235.0,-3.0,-0.963726281,0.128,0.0,2,2
639,-1.0,-1.0,1.0,1.0,-3.0,-0.006000000000000005,-0.016000000000000014,0.0,-4.0,-1.0,-9.0,-1.0,-0.227625376,-0.008000000000000007,-1.0,1,1
640,2.0,-1.0,0.0,0.0,1.0,0.07100000000000006,0.08400000000000002,0.0,11.0,5.0,52.0,3.0,0.4164312639999999,-0.056999999999999995,-1.0,0,1
641,0.0,1.0,0.0,-1.0,1.0,0.14,0.474,0.0,4.0,1.0,271.0,2.0,0.6046376450000001,-0.13,0.0,2,0
642,-3.0,1.0,-1.0,0.0,1.0,0.21300000000000008,0.40599999999999997,0.0,3.0,2.0,224.0,0.0,0.025602516000000103,-0.143,0.0,0,1
643,-3.0,-1.0,0.0,-1.0,0.0,-0.07299999999999995,-0.182,0.0,-1.0,3.0,-86.0,0.0,-0.6550776420000001,0.030000000000000027,0.0,2,2
644,-1.0,1.0,3.0,0.0,-1.0,-0.07300000000000006,-0.25,0.0,-7.0,-2.0,-157.0,-3.0,-0.4956013509999999,-0.0010000000000000009,0.0,0,2
645,-6.0,2.0,-3.0,-1.0,0.0,0.015999999999999903,-0.064,0.0,-12.0,-4.0,-32.0,-1.0,-1.246681549,-0.094,0.0,2,2
646,0.0,0.0,1.0,1.0,0.0,-0.124,-0.36600000000000005,0.0,-4.0,0.0,-206.0,0.0,-0.4781491299999999,-0.134,-1.0,1,0
647,0.0,-1.0,-2.0,0.0,1.0,0.07999999999999996,0.184,0.0,-1.0,-1.0,88.0,0.0,0.2936520059999999,-0.07999999999999999,0.0,0,0
648,4.0,-2.0,3.0,2.0,0.0,0.061000000000000054,0.238,0.0,7.0,1.0,125.0,3.0,1.727401567,-0.07599999999999998,1.0,1,1
649,-2.0,2.0,-1.0,1.0,1.0,-0.017000000000000015,-0.04600000000000004,0.0,8.0,2.0,-26.0,1.0,0.9991814280000002,0.10500000000000001,0.0,1,2
650,1.0,-1.0,2.0,0.0,1.0,0.03500000000000003,0.16799999999999998,0.0,2.0,0.0,84.0,2.0,0.160985973,-0.009999999999999981,-1.0,0,1
651,2.0,0.0,0.0,0.0,0.0,0.049000000000000044,0.18999999999999995,0.0,6.0,3.0,115.0,1.0,0.47571173200000005,-0.139,0.0,0,1
652,0.0,-1.0,0.0,-1.0,1.0,0.01200000000000001,0.062000000000000055,0.0,2.0,2.0,32.0,0.0,-0.022924557000000012,-0.11499999999999999,0.0,2,2
653,4.0,0.0,2.0,0.0,1.0,0.02100000000000002,0.11000000000000004,0.0,0.0,0.0,51.0,-1.0,0.4874223130000001,0.057999999999999996,0.0,0,2
654,-6.0,0.0,-1.0,-1.0,-1.0,-0.017000000000000015,-0.21999999999999997,0.0,2.0,4.0,-97.0,-1.0,-0.147025864,-0.065,2.0,2,2
655,-1.0,0.0,0.0,-1.0,2.0,-0.16099999999999992,-0.37599999999999995,0.0,1.0,0.0,-184.0,1.0,0.176891473,0.095,1.0,2,2
656,0.0,1.0,-4.0,0.0,-1.0,-0.08300000000000007,-0.20399999999999996,0.0,-1.0,-1.0,-118.0,1.0,-0.19071427600000002,0.14500000000000002,1.0,0,1
657,-1.0,0.0,0.0,1.0,1.0,-0.06300000000000006,-0.268,0.0,-6.0,-1.0,-136.0,-5.0,0.290613598,0.11699999999999999,0.0,1,0
658,1.0,0.0,0.0,1.0,1.0,0.10799999999999998,0.29800000000000004,0.0,8.0,2.0,143.0,1.0,1.200034852,-0.0020000000000000018,0.0,1,1
659,2.0,0.0,0.0,1.0,1.0,0.03300000000000003,0.04800000000000004,0.0,6.0,3.0,29.0,0.0,1.289047146,0.0050000000000000044,0.0,1,1
660,2.0,1.0,-3.0,-1.0,0.0,0.050999999999999934,0.13599999999999995,0.0,1.0,5.0,66.0,0.0,-1.040683402,-0.099,0.0,2,2
661,-1.0,2.0,-2.0,0.0,-1.0,-0.013000000000000012,0.010000000000000009,0.0,3.0,0.0,7.0,2.0,0.08444589099999988,0.031,-2.0,0,0
662,4.0,1.0,-3.0,1.0,-1.0,0.242,0.5720000000000001,0.0,2.0,1.0,300.0,-1.0,0.5480444010000001,0.11399999999999999,-1.0,1,0
663,0.0,0.0,0.0,-1.0,-2.0,0.03600000000000003,-0.02200000000000002,0.0,-2.0,-1.0,-10.0,1.0,-0.9652381699999999,-0.15199999999999997,1.0,2,0
664,2.0,0.0,1.0,0.0,0.0,0.04899999999999993,0.20399999999999996,0.0,2.0,1.0,101.0,2.0,0.020170118000000015,-0.071,-1.0,0,1
665,-3.0,1.0,-1.0,0.0,2.0,-0.13,-0.332,0.0,-14.0,-3.0,-191.0,-3.0,-0.7181115249999999,0.020000000000000018,0.0,0,2
666,-1.0,-1.0,3.0,0.0,3.0,-0.10199999999999998,-0.28200000000000003,0.0,-4.0,-1.0,-157.0,0.0,-0.464089921,0.194,0.0,0,1
667,-2.0,1.0,-1.0,-1.0,0.0,-0.0010000000000000009,-0.08200000000000002,0.0,0.0,1.0,-46.0,0.0,-0.662668655,0.07,0.0,2,2
668,1.0,0.0,3.0,0.0,3.0,-0.11699999999999999,-0.40199999999999997,0.0,1.0,1.0,-227.0,-1.0,0.004944691000000001,0.12300000000000001,0.0,0,2
669,2.0,0.0,0.0,-1.0,-2.0,-0.0010000000000000009,-0.062000000000000055,0.0,0.0,1.0,-38.0,0.0,-0.457752767,0.05299999999999999,0.0,2,2
670,3.0,0.0,-1.0,-2.0,1.0,-0.051000000000000045,0.040000000000000036,0.0,0.0,1.0,18.0,0.0,-0.10984293300000003,0.010999999999999982,0.0,2,2
671,0.0,-2.0,0.0,1.0,1.0,-0.027999999999999914,0.006000000000000005,0.0,4.0,2.0,3.0,0.0,1.6704243970000001,-0.162,0.0,1,1
672,-1.0,0.0,-2.0,0.0,0.0,0.04599999999999993,0.20399999999999996,0.0,-1.0,-1.0,111.0,-1.0,0.13128891799999992,-0.08400000000000002,0.0,0,0
673,4.0,0.0,7.0,0.0,1.0,0.28200000000000003,0.6719999999999999,0.0,6.0,1.0,378.0,3.0,0.786270454,-0.259,0.0,0,0
674,-3.0,0.0,0.0,-1.0,-1.0,0.0010000000000000009,0.010000000000000009,0.0,2.0,4.0,5.0,0.0,0.25524439899999996,0.03900000000000001,0.0,2,2
675,3.0,0.0,-1.0,0.0,0.0,-0.05500000000000005,-0.16399999999999998,0.0,-4.0,-2.0,-97.0,1.0,-0.312755735,-0.023999999999999994,-1.0,0,0
676,-2.0,0.0,2.0,0.0,-1.0,-0.128,-0.334,0.0,-4.0,0.0,-168.0,-1.0,-1.0439917640000003,-0.05299999999999999,-1.0,0,2
677,6.0,0.0,0.0,0.0,0.0,0.134,0.256,0.0,12.0,3.0,120.0,4.0,0.5933737740000001,0.04100000000000001,-1.0,0,2
678,-4.0,3.0,-1.0,-1.0,1.0,-0.18000000000000005,-0.32,0.0,-13.0,-3.0,-153.0,-6.0,-1.904854641,0.05099999999999999,-1.0,2,2
679,-6.0,1.0,-5.0,1.0,0.0,-0.14900000000000002,-0.29200000000000004,0.0,-5.0,-2.0,-121.0,-3.0,-0.4602086339999999,0.013000000000000012,1.0,1,1
680,-1.0,0.0,2.0,2.0,0.0,0.14400000000000002,0.33,0.0,5.0,1.0,196.0,0.0,1.188723419,-0.04200000000000001,0.0,1,1
681,-6.0,-1.0,0.0,0.0,0.0,-0.10599999999999998,-0.414,0.0,-9.0,-4.0,-201.0,0.0,-0.49159043900000016,0.09,-1.0,0,0
